Language	Chapter	Number	Text
POR	10031	69	"Nenhum endpoint definido, entre em contato"
SPA	10031	69	"Ningún endpoint definido, contacte con su administrador"
XXX	10031	69	"6EB9B82DC6A9259E5742C41C2C930F1BEF74354C"
BRI	10031	70	"==="
CHI	10031	70	"由于所选定的端点，{0}个缩略图已被忽略（它们可能与另一个应用程序相关联。）"
ENG	10031	70	"{0} gadgets were ignored because of your endpoint selection (they might be associated to a different application)"
FRA	10031	70	"{0} vignettes ont été ignorées en raison du endpoint choisi (il est possible qu'elles soient associées à une autre appli.)"
GER	10031	70	"{0} Gadgets wurden aufgrund Ihrer Endpoint-Auswahl nicht berücksichtigt (evtl wurden Sie einer anderen Anwendung zugeordnet"
POR	10031	70	"{0} vinhetas foram ignoradas, devido ao endpoint escolhido (que é possível que estão associados com um outro app.)"
SPA	10031	70	"{0} viñetas se han ignorado por el endpoint elegido (puede que esten asociadas a otreo aplicación)"
XXX	10031	70	"F31C003FEAA6D8A5A7B699360309C13C5A106E71"
BRI	10031	71	"==="
CHI	10031	71	"由于所选定的端点，{0}个链接已被忽略（它们可能与另一个应用程序相关联）。"
ENG	10031	71	"{0} links were ignored because of your endpoint selection (they might be associated to a different application)"
FRA	10031	71	"{0} liens ont été ignorés en raison du endpoint choisi (il est possible qu'ils soient associés à une autre application)."
GER	10031	71	"{0} Links wurden aufgrund Ihrer Endpoint-Auswahl nicht berücksichtigt (evtl.wurden Sie einer anderen Anwendung zugeordnet"
POR	10031	71	"{0} ligações foram ignoradas, devido ao endpoit escolhido (que pode estar envolvido em outra aplicação)."
SPA	10031	71	"{0} vínculos se han ignorado por el endpoint elegido (puede que esten asociados a otra aplicación)"
XXX	10031	71	"55156C05F1E54EB578D8448F09AD1EDF85EB780E"
BRI	10031	72	"==="
CHI	10031	72	"强制必须选择端点"
ENG	10031	72	"Endpoint selection is mandatory"
FRA	10031	72	"La sélection du endpoint est obligatoire"
GER	10031	72	"Endpoint-Auswahl erforderlich"
POR	10031	72	"A seleção do endpoint é obrigatório"
SPA	10031	72	"La selección del endpoint es obligatoria"
XXX	10031	72	"7B5E02DB70C55879F17F48FDA4062E5B90D84B3F"
BRI	10031	73	"==="
CHI	10031	73	"正在进行转换"
ENG	10031	73	"Converting"
FRA	10031	73	"Convertion en cours"
GER	10031	73	"Konvertierung"
POR	10031	73	"Convertendo em curso"
SPA	10031	73	"Conversión en curso"
XXX	10031	73	"071F60F9452BFD8C66B74EE90AE859D7CB12B7AE"
BRI	10031	74	"==="
CHI	10031	74	"诊断"
ENG	10031	74	"Diagnose"
FRA	10031	74	"Diagnostiquer"
GER	10031	74	"==="
POR	10031	74	"Diagnosticar"
SPA	10031	74	"Diagnosticar"
XXX	10031	74	"BCEF60C6B2C21396D3E27F5E98AA75CAAE50C21E"
BRI	10031	75	"==="
CHI	10031	75	"表示法"{0}"的视图"{1}"已被转换"
ENG	10031	75	"View "{1}" of representation "{0}" has been converted"
FRA	10031	75	"La vue "{1}" de la représentation "{0}" a été convertie"
GER	10031	75	"Ansicht "{1}" der Repräsentation "{0}" wurde konvertiert""
POR	10031	75	"A vista "{1}" da representação "{0}" foi convertida"
SPA	10031	75	"La vista "{1}" de la representación "{0}" se ha convertido"
XXX	10031	75	"1636E29A19A41D1FD08601A39C9F397AAEC5B4F2"
BRI	10031	76	"==="
CHI	10031	76	"流程"
ENG	10031	76	"Processes"
FRA	10031	76	"Processus"
GER	10031	76	"Prozesse"
POR	10031	76	"Processo"
SPA	10031	76	"Proceso"
XXX	10031	76	"7D909539CF721229E74380C528AB259252BC5268"
BRI	10031	77	"Requests"
CHI	10031	77	"请求"
ENG	10031	77	"Queries"
FRA	10031	77	"Requêtes"
GER	10031	77	"Anfragen"
POR	10031	77	"Pedidos"
SPA	10031	77	"Solicitudes"
XXX	10031	77	"32EEF8EE003FC141DD81D683668AC433008B68EC"
BRI	10031	78	"==="
CHI	10031	78	"统计"
ENG	10031	78	"Statistics"
FRA	10031	78	"Statistiques"
GER	10031	78	"Statistiken"
POR	10031	78	"Estatísticas"
SPA	10031	78	"Estadísticas"
XXX	10031	78	"24B4EB26E097A788A1812FCD0718026D21B7A891"
BRI	10031	79	"==="
CHI	10031	79	"==="
ENG	10031	79	"Web"
FRA	10031	79	"Web"
GER	10031	79	"==="
POR	10031	79	"==="
SPA	10031	79	"==="
XXX	10031	79	"CA6C9035DE498D090F988792108B26837981C99D"
BRI	10031	80	"Representation"
CHI	10031	80	"表示法"
ENG	10031	80	"Representations"
FRA	10031	80	"Représentations"
GER	10031	80	"Repräsentationen"
POR	10031	80	"Representações"
SPA	10031	80	"Representación"
XXX	10031	80	"E276DE525E87C0962F3FDC86E78C3C3F679FA09E"
BRI	10031	81	"==="
CHI	10031	81	"创建'{0}'控制面板"
ENG	10031	81	"Create '{0}' dashboard"
FRA	10031	81	"Créer le tableau de bord '{0}'"
GER	10031	81	"Dashboard '{0}' erstellen"
POR	10031	81	"Criar o painel '{0}'"
SPA	10031	81	"Crear el dashboard '{0}'"
XXX	10031	81	"5041118D57874FF0BAF1EAE020BF1D46CC6A4DB1"
BRI	10031	82	"==="
CHI	10031	82	"编辑'{0}'控制面板"
ENG	10031	82	"Edit '{0}' dashboard"
FRA	10031	82	"Modifier le tableau de bord '{0}'"
GER	10031	82	"Dashboard '{0}' bearbeiten"
POR	10031	82	"Edite o painel '{0}'"
SPA	10031	82	"Modificar el dashboard '{0}'"
XXX	10031	82	"40FA212720DD4BE9851908E39423309AFFA3B8EF"
BRI	10031	83	"==="
CHI	10031	83	"{0}（未找到）"
ENG	10031	83	"{0} (not found)"
FRA	10031	83	"{0} (non trouvé)"
GER	10031	83	"{0} (nicht gefunden)"
POR	10031	83	"{0} (não encontrado)"
SPA	10031	83	"{0} (no encontrado)"
XXX	10031	83	"C2DB03BEF59194011698F5C2A2DCDD10C65DC942"
BRI	10031	84	"==="
CHI	10031	84	"将产品{0}转换为版本{1}时出错：{2}"
ENG	10031	84	"Error converting {0} article to version {1}: {2}"
FRA	10031	84	"Erreur lors de la conversion de l'article {0} en version {1} : {2}"
GER	10031	84	"Fehler beim Konvertieren von {0} Artikel in Version {1}: {2}"
POR	10031	84	"Erro durante a conversão do artigo {0} na versão {1} : {2}"
SPA	10031	84	"Error durante la conversión del artículo {0} en versión {1} : {2}"
XXX	10031	84	"30C3748CF80E372DAEFEAC8D882F91C1704BF5D1"
BRI	10031	85	"==="
CHI	10031	85	"新建..."
ENG	10031	85	"New ..."
FRA	10031	85	"Nouveau..."
GER	10031	85	"Neu …"
POR	10031	85	"Novo"
SPA	10031	85	"Nuevo..."
XXX	10031	85	"D6698C0BC002B6F6AD2D4CEA738B33A138F1F63C"
BRI	10031	86	"==="
CHI	10031	86	"新建..."
ENG	10031	86	"New ..."
FRA	10031	86	"Nouveau..."
GER	10031	86	"Neu …"
POR	10031	86	"Novo..."
SPA	10031	86	"Nuevo..."
XXX	10031	86	"33D5A05478398F7E5EC887A6F80BF7B753AC3602"
BRI	10031	87	"==="
CHI	10031	87	"选择 ..."
ENG	10031	87	"Select ..."
FRA	10031	87	"Sélectionner ..."
GER	10031	87	"Auswählen …"
POR	10031	87	"Seleccionar..."
SPA	10031	87	"Seleccionar ..."
XXX	10031	87	"ED387EC6B108D86978CCCD662C0BE05D87905C61"
BRI	10031	88	"==="
CHI	10031	88	"新建..."
ENG	10031	88	"New ..."
FRA	10031	88	"Nouveau..."
GER	10031	88	"Neu …"
POR	10031	88	"Novo..."
SPA	10031	88	"Nuevo..."
XXX	10031	88	"F602D92E17654B412F49BAD6738132D8A7EA980A"
BRI	10031	89	"==="
CHI	10031	89	"选择 ..."
ENG	10031	89	"Select ..."
FRA	10031	89	"Sélectionner ..."
GER	10031	89	"Auswählen …"
POR	10031	89	"Seleccionar ..."
SPA	10031	89	"Seleccionar ..."
XXX	10031	89	"1D6FD76697485AE11E22AD3BA7580D06050AD380"
BRI	10031	90	"==="
CHI	10031	90	"新菜单项"
ENG	10031	90	"New menu item"
FRA	10031	90	"Nouvelle entrée de menu"
GER	10031	90	"Neuer Menüpunkt"
POR	10031	90	"Novo menu"
SPA	10031	90	"Nueva entrada de menú"
XXX	10031	90	"5116C7B6C193DD2E130AAE9CAA4AC1428115A59E"
BRI	10031	91	"==="
CHI	10031	91	"选择菜单项"
ENG	10031	91	"Select menu item"
FRA	10031	91	"Sélectionner l'entrée de menu"
GER	10031	91	"Menüpunkt auswählen"
POR	10031	91	"Selecione o item do menu"
SPA	10031	91	"Seleccionar la entrada de menú"
XXX	10031	91	"C611196A6B13550D0EC0724EC4B6836B7CCD6330"
BRI	10031	92	"==="
CHI	10031	92	"页面管理"
ENG	10031	92	"Page administration"
FRA	10031	92	"Administration de la page"
GER	10031	92	"Seitenverwaltung"
POR	10031	92	"Administração da página"
SPA	10031	92	"Administración de la página"
XXX	10031	92	"F1C2D7A8C510885B027F7BD49CC36D09C04EF304"
BRI	10031	93	"==="
CHI	10031	93	"选择缩略图"
ENG	10031	93	"Select gadget"
FRA	10031	93	"Sélectionner la vignette"
GER	10031	93	"Gadget auswählen"
POR	10031	93	"Selecione vinheta"
SPA	10031	93	"Seleccionar la viñeta"
XXX	10031	93	"8B34BFE6DBB2F90048B0E22F7373BCB66B6F3C49"
BRI	10031	94	"==="
CHI	10031	94	"您将保存交付的变量。要继续吗？"
ENG	10031	94	"You are about to save the factory variant. Do you want to continue ?"
FRA	10031	94	"Vous êtes sur le point d'enregistrer la variante livrée. Continuer ?"
GER	10031	94	"Sie sind dabei, die Factory-Variante zu speichern. Möchten Sie fortfahren?"
POR	10031	94	"Está prestes a gravar a versão entregue. Continuar?"
SPA	10031	94	"Se va a actualizar la variable entregada. ¿Desea continuar?"
XXX	10031	94	"1581E192AF84AA675116AB6EA07EA87298A0F9F7"
BRI	10031	95	"==="
CHI	10031	95	"没有找到端点{1}的原型{0}"
ENG	10031	95	"Prototype {0} not found for endpoint {1}"
FRA	10031	95	"Le prototype {0} n'a pas été trouvé pour le endpoint {1}"
GER	10031	95	"Prototyp {0} für Endpoint nicht gefunden {1}"
POR	10031	95	"O protótipo {0} não foi encontrado para o endpoint {1}"
SPA	10031	95	"El prototipo {0} no se ha encontrado para el endpoint {1}"
XXX	10031	95	"8992093F8D26302B6DC6F621675AFF98E558BA64"
BRI	10031	96	"==="
CHI	10031	96	"将产品{0}转换为版本{1}时出错：{2}"
ENG	10031	96	"Error converting {0} article to version {1}: {2}"
FRA	10031	96	"Erreur lors de la conversion de l'article {0} en version {1} : {2}"
GER	10031	96	"Fehler beim Konvertieren von {0} Artikel in Version {1}: {2}"
POR	10031	96	"Erro de uma secção de conversão {0} versão {1}: {2}"
SPA	10031	96	"Error durante la conversión del artículo {0} en versión {1} : {2}"
XXX	10031	96	"71B27E238E1452A35358637A1F41BB3F99AFF06D"
BRI	10031	97	"==="
CHI	10031	97	"产品{0}未被转换为版本{1}"
ENG	10031	97	"The article {0} has not been converted to version {1}"
FRA	10031	97	"L'article {0} n'a pas été converti en version {1}"
GER	10031	97	"Der Artikel {0} wurde nicht in Version {1}: {2} konvertiert"
POR	10031	97	"Seção {0} não foi convertido versão {1}"
SPA	10031	97	"El artículo {0} no se ha convertido en versión {1}"
XXX	10031	97	"BB7B62BA44DBB0411EEFA97711E02859E084F13D"
BRI	10031	98	"==="
CHI	10031	98	"原型的$generatorVersion {0}不是版本{1}"
ENG	10031	98	"The prototype's {0} $generatorVersion is not version {1}"
FRA	10031	98	"$generatorVersion {0} du prototype n'est pas la version {1}"
GER	10031	98	"Die {0} $generatorVersion des Prototyps ist nicht Version {1}"
POR	10031	98	"GeneratorVersion $ {0} é a versão protótipo {1}"
SPA	10031	98	"$generatorVersion {0} del prototipo no es de versión {1}"
XXX	10031	98	"82E84AB9DA7AFC3164B727B058643437DBAEB30E"
BRI	10031	99	"==="
CHI	10031	99	"页面：{0}，变量{1} ({2})；原型{3}：该原型有$transaction，但没有$article"
ENG	10031	99	"Page: {0}, Variant {1} ({2}); Prototype: {3}: The prototype has $transaction but not $article"
FRA	10031	99	"Page : {0}, Variante {1} ({2}); Prototype : {3} : Le prototype dispose de $transaction  mais non de $article"
GER	10031	99	"Seite: {0}, Variante {1} ({2}); Prototyp: {3}: Der Prototyp hat $transaction aber nicht $article"
POR	10031	99	" {0}, {1} Variante ({2}); Prototype: {3} : O protótipo tem US $ transação, mas não $ item"
SPA	10031	99	"Página : {0}, Variante {1} ({2}); Prototipo : {3} : El prototipo dispone de $transacción  pero no de $artículo"
XXX	10031	99	"5E2EE2AD8F333253BC38CE69E9550D6E889133F1"
BRI	10031	100	"==="
CHI	10031	100	"页面：{0}，变量{1} ({2})；原型：{3}：原型字段[{4}]未出现在布局中"
ENG	10031	100	"Page: {0}, Variant {1} ({2}); Prototype: {3}: Prototype fields [{4}] not present in the layout."
FRA	10031	100	"Page : {0}, Variante {1} ({2}); Prototype : {3} : Les champs du prototype [{4}] ne sont pas présents dans la mise en page"
GER	10031	100	"Seite: {0}, Variante {1} ({2}); Prototyp: {3}: Prototypfelder [{4}] im Layout nicht vorhanden."
POR	10031	100	"Página : {0}, {1} Variante ({2}); Prototype: {3} : Os campos do protótipo [{4}] não estão presentes no layout"
SPA	10031	100	"Página : {0}, Variante {1} ({2}); Prototipo : {3} : Los campos del prototipo [{4}] no estan presentes en la página"
XXX	10031	100	"AEF58C71456CE55B8A630E88844CB2DBC98F2D73"
BRI	10031	101	"==="
CHI	10031	101	"页面：{0}，变量{1} ({2})；原型：{3}：产品字段[{4}]未出现在原型中"
ENG	10031	101	"Page: {0}, Variant {1} ({2}); Prototype: {3}: Article fields [{4}] not present in the prototype."
FRA	10031	101	"Page: {0}, Variant {1} ({2}); Prototype: {3}: Les champs article [{4}] ne sont pas présents dans le prototype"
GER	10031	101	"Seite: {0}, Variante {1} ({2}); Prototyp: {3}: Artikelfelder [{4}] im Prototyp nicht vorhanden."
POR	10031	101	"Página: {0}, {1} Variante ({2}); Prototype: {3}. Os campos de item [{4}] não estão presentes no protótipo"
SPA	10031	101	"Página: {0}, Variante {1} ({2}); Prototipo: {3}: Los campos artículo [{4}] no estan presentes en el prototipo"
XXX	10031	101	"8226AE2350D63554B53302298B9F987FF4B88D42"
BRI	10031	102	"==="
CHI	10031	102	"页面：{0}，变量{1} ({2})；原型：{3}：不包含产品的字段 [{4}]未出现在原型中"
ENG	10031	102	"Page: {0}, Variant {1} ({2}); Prototype: {3}: Article excluded fields [{4}] not present in the prototype"
FRA	10031	102	"Page: {0}, Variant {1} ({2}); Prototype: {3}: Les champs exclus article [{4}] ne sont pas présents dans le prototype"
GER	10031	102	"Seite: {0}, Variante {1} ({2}); Prototyp: {3}: Artikelausgenommene Felder [{4}] im Prototyp nicht vorhanden"
POR	10031	102	"Página: {0}, {1} Variante ({2}); Prototype: {3}. Campos excluiu o item [{4}] não estão presentes no protótipo"
SPA	10031	102	"Página: {0}, Variante {1} ({2}); Prototipo: {3}: Los campos excluidos artículo [{4}] no estan presentes en el prototipo"
XXX	10031	102	"B144E8A8BA3FDB318ADD16FD7F2BBBAE0B98C290"
BRI	10031	103	"==="
CHI	10031	103	"原型{0}：未找到本地化代码：{1}"
ENG	10031	103	"Prototype {0}: Localization codes not found: {1}"
FRA	10031	103	"Prototype {0} : Codes de localisation non trouvés : {1}"
GER	10031	103	"Prototyp {0}: Lokalisierungscodes nicht gefunden: {1}"
POR	10031	103	"Protótipo {0}: Códigos de localização não encontrado {1}"
SPA	10031	103	"Prototipo {0} : Códigos de localización no encontrados : {1}"
XXX	10031	103	"441E443D791422F346B865E07879049F3D120715"
BRI	10031	104	"==="
CHI	10031	104	"您将保存交付的变量。要继续吗？"
ENG	10031	104	"You are about to save the factory variant. Do you want to continue ?"
FRA	10031	104	"Vous êtes sur le point d'enregistrer la variante livrée. Continuer ?"
GER	10031	104	"Sie sind dabei, die Factory-Variante zu speichern. Möchten Sie fortfahren?"
POR	10031	104	"Está prestes a gravar a versão entregue. Continuar?"
SPA	10031	104	"Se va a registrar la modificación de la variante entregada.¿Desea continuar?"
XXX	10031	104	"84547EE6C44C8A97B4718BC18EF217B58EFF7B3D"
BRI	10031	105	"==="
CHI	10031	105	"您无权修改一个"已交付"的自定义项"
ENG	10031	105	"You are not authorized to modify a "Factory" personalization"
FRA	10031	105	"Vous n'êtes pas habilité à modifier une personnalisation "Livrée""
GER	10031	105	"Sie haben keine Berechtigung, eine "Factory"-Personalisierung zu ändern"
POR	10031	105	"Não pode modificar uma personalização "Entregue""
SPA	10031	105	"No tiene permisos para modificar una personalización "Entregada""
XXX	10031	105	"BB29D053A33B1F5DC570BE62A0EA5A6515DC8D06"
BRI	10031	106	"==="
CHI	10031	106	"您无权修改一个"全局"的自定义项"
ENG	10031	106	"You are not authorized to modify a "Global" personalization"
FRA	10031	106	"Vous n'êtes pas habilité à modifier une personnalisation "Globale""
GER	10031	106	"Sie haben keine Berechtigung, eine "globale" Personalisierung zu ändern"
POR	10031	106	"Não pode modificar uma personalização "global""
SPA	10031	106	"No tiene permisos para modificar una personalización "Global""
XXX	10031	106	"0A7775354DBA2877501853A406319FD35CF8FDC0"
BRI	10031	107	"==="
CHI	10031	107	"没有任何门户组件的实例"
ENG	10031	107	"No portlet instance"
FRA	10031	107	"Aucune instance pour l'entité Vignette"
GER	10031	107	"Keine Portlet-Instanz"
POR	10031	107	"Nenhuma instância para a entidade Vignette"
SPA	10031	107	"Ninguna instancia para la entidad Viñeta"
XXX	10031	107	"630CA2D1817D9CB0CEC176606787D3B98CB3A456"
BRI	10031	108	"==="
CHI	10031	108	"接入点'{1}'上未找到应用程序'{0}'或该应用不可用"
ENG	10031	108	"Bad application '{0}' not found or not available on endpoint '{1}'"
FRA	10031	108	"Application '{0}' non trouvée ou non disponible sur le point d'accès '{1}'"
GER	10031	108	"Fehlerhafte Anwendung  '{0}' nicht gefunden oder im Endpoint '{1}' nicht verfügbar"
POR	10031	108	"Aplicação '{0}' não foi encontrado ou não disponível no ponto de acesso '{1}'"
SPA	10031	108	"Aplicación '{0}' no encontrada o no disponible en el punto de acceso '{1}'"
XXX	10031	108	"7C409FA1A1EF19C89AACA215C65C7D41ACC761D3"
BRI	10031	109	"==="
CHI	10031	109	"应用程序'{0}'无效。"
ENG	10031	109	"Invalid application '{0}'"
FRA	10031	109	"Application '{0}' non valide."
GER	10031	109	"Ungültige Anwendung '{0}'"
POR	10031	109	"Aplicação '{0}' é inválido."
SPA	10031	109	"Aplicación '{0}' no válida."
XXX	10031	109	"2CDB3A22B034E7FA644C73C51B0305000264E124"
BRI	10031	110	"==="
CHI	10031	110	"{0}：原型无效"
ENG	10031	110	"X3 representations '{0}' not found or not valid"
FRA	10031	110	"{0} : prototype non valide"
GER	10031	110	"X3 Repräsentationen  '{0}' nicht gefunden oder ungültig"
POR	10031	110	"{0} : protótipo inválido"
SPA	10031	110	"{0} : protocolo no válido"
XXX	10031	110	"B4B4B19AF01CB85F45FB5D28E98CB74035491906"
BRI	10031	111	"==="
CHI	10031	111	"请检验这些表示法是否存在且是否是'移动'类型的，然后重新审核"
ENG	10031	111	"Please check if representations exist with 'Mobile' type and revalidate them"
FRA	10031	111	"Verifiez que les représentations existent et sont bien de type 'Mobile' puis revalider"
GER	10031	111	"Bitte prüfen, ob Repräsentationen mit 'Mobile' Typ vorhanden sind und erneut validieren"
POR	10031	111	"Verifique se existem representações e são do tipo 'Móvel' e revalidar"
SPA	10031	111	"Compruebe que las representaciones existen y son de tipo 'Móvil' antes de revalidar"
XXX	10031	111	"FF905AF3E13B7272E1A7896CA56D87239F86503F"
BRI	10031	112	"==="
CHI	10031	112	"链接不相容"
ENG	10031	112	"Conflicting links"
FRA	10031	112	"Liens incompatibles"
GER	10031	112	"Inkompatible Links"
POR	10031	112	"Ligações incompatíveis"
SPA	10031	112	"Enlaces incompatibles"
XXX	10031	112	"268297A4771991857FA8427CD1F2CCB3CDEF0DC6"
BRI	10031	113	"==="
CHI	10031	113	"{0}：表示法无效"
ENG	10031	113	"{0} : invalid representation"
FRA	10031	113	"{0} : Representation invalide"
GER	10031	113	"{0} : ungültige Repräsentation"
POR	10031	113	"{0} : Representação inválido"
SPA	10031	113	"{0} : Representación no válida"
XXX	10031	113	"119D0E42A12969A21AE1E10E29F69BC66D20F238"
BRI	10031	114	"==="
CHI	10031	114	"正在为本地化设置{0}提取菜单项"
ENG	10031	114	"Extracting menu entries for locale {0}"
FRA	10031	114	"Extraction des entrées de menu pour les paramètres régionaux {0} en cours"
GER	10031	114	"Menüeinträge für lokale Parameter {0} extrahieren"
POR	10031	114	"Entradas do menu de extração para a localidade {0} ser"
SPA	10031	114	"Extracción de las entradas de menú para los parámetros regionales {0} en curso"
